,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
b8[22],-0.001,0.216,-0.423,0.398,0.008,0.006,680.0,1032.0,1.01
b8[23],0.003,0.216,-0.422,0.398,0.008,0.006,661.0,1043.0,1.01
b8[24],0.006,0.216,-0.401,0.418,0.009,0.006,640.0,1102.0,1.01
b8[25],0.002,0.216,-0.408,0.416,0.009,0.006,651.0,1014.0,1.01
b8[26],0.005,0.216,-0.421,0.401,0.009,0.006,653.0,1091.0,1.01
b8[27],0.009,0.217,-0.415,0.41,0.008,0.006,666.0,1067.0,1.01
b8[28],-0.001,0.216,-0.421,0.403,0.008,0.006,668.0,1010.0,1.01
b8[29],-0.001,0.217,-0.43,0.391,0.009,0.006,637.0,1054.0,1.01
b8[30],-0.002,0.215,-0.431,0.391,0.008,0.006,642.0,997.0,1.01
b8[31],0.004,0.216,-0.412,0.407,0.008,0.006,655.0,1042.0,1.01
b8[32],0.002,0.216,-0.42,0.405,0.009,0.006,645.0,1049.0,1.01
b8[33],0.002,0.216,-0.43,0.392,0.008,0.006,708.0,1045.0,1.01
sigma_b9,0.021,0.016,0.0,0.05,0.001,0.0,813.0,817.0,1.01
b9[0],0.063,0.43,-0.797,0.843,0.016,0.011,722.0,1028.0,1.01
b9[1],0.059,0.429,-0.757,0.871,0.016,0.011,723.0,1069.0,1.01
b9[2],0.059,0.429,-0.745,0.885,0.016,0.011,725.0,1071.0,1.01
b9[3],0.062,0.43,-0.783,0.842,0.016,0.011,726.0,1006.0,1.01
b9[4],0.052,0.429,-0.739,0.891,0.016,0.011,726.0,996.0,1.01
b9[5],0.057,0.429,-0.75,0.874,0.016,0.011,723.0,1057.0,1.01
b9[6],0.07,0.43,-0.777,0.854,0.016,0.011,723.0,1040.0,1.01
b9[7],0.061,0.429,-0.753,0.867,0.016,0.011,721.0,1057.0,1.01
b9[8],0.062,0.429,-0.787,0.845,0.016,0.011,730.0,1060.0,1.01
b9[9],0.055,0.429,-0.728,0.895,0.016,0.011,719.0,1046.0,1.01
b9[10],0.064,0.429,-0.788,0.836,0.016,0.011,725.0,1035.0,1.01
b9[11],0.058,0.429,-0.775,0.843,0.016,0.011,724.0,1057.0,1.01
b9[12],0.062,0.429,-0.762,0.873,0.016,0.011,728.0,1023.0,1.01
b9[13],0.065,0.43,-0.787,0.846,0.016,0.011,722.0,1063.0,1.01
b9[14],0.061,0.429,-0.776,0.858,0.016,0.011,730.0,1065.0,1.01
b9[15],0.062,0.43,-0.758,0.875,0.016,0.011,723.0,1031.0,1.01
b9[16],0.064,0.429,-0.744,0.884,0.016,0.011,721.0,1037.0,1.01
b9[17],0.062,0.43,-0.76,0.864,0.016,0.011,728.0,1027.0,1.01
b9[18],0.062,0.429,-0.761,0.868,0.016,0.011,723.0,1041.0,1.01
b9[19],0.065,0.429,-0.761,0.869,0.016,0.011,724.0,1101.0,1.01
b9[20],0.064,0.428,-0.726,0.895,0.016,0.011,718.0,1020.0,1.01
b9[21],0.057,0.429,-0.781,0.853,0.016,0.011,723.0,1039.0,1.01
b9[22],0.058,0.428,-0.79,0.845,0.016,0.011,728.0,1053.0,1.01
b9[23],0.064,0.429,-0.756,0.868,0.016,0.011,724.0,1052.0,1.01
b9[24],0.067,0.429,-0.756,0.881,0.016,0.011,720.0,1036.0,1.01
b9[25],0.058,0.428,-0.754,0.868,0.016,0.011,729.0,1057.0,1.01
b9[26],0.067,0.429,-0.761,0.865,0.016,0.011,720.0,1086.0,1.01
b9[27],0.07,0.43,-0.737,0.889,0.016,0.011,722.0,1035.0,1.01
b9[28],0.059,0.429,-0.755,0.874,0.016,0.011,719.0,1079.0,1.01
b9[29],0.057,0.428,-0.758,0.871,0.016,0.011,725.0,1020.0,1.01
b9[30],0.054,0.429,-0.757,0.874,0.016,0.011,724.0,1055.0,1.01
b9[31],0.063,0.43,-0.75,0.874,0.016,0.011,728.0,1006.0,1.01
b9[32],0.061,0.429,-0.74,0.893,0.016,0.011,722.0,1040.0,1.01
b9[33],0.06,0.429,-0.757,0.869,0.016,0.011,721.0,1062.0,1.01
sigma_b10,0.01,0.008,0.0,0.024,0.0,0.0,776.0,951.0,1.0
b10[0],0.021,0.019,-0.016,0.058,0.001,0.001,228.0,1329.0,1.03
b10[1],0.021,0.02,-0.02,0.056,0.002,0.001,116.0,1323.0,1.03
b10[2],0.021,0.019,-0.018,0.057,0.001,0.001,309.0,1228.0,1.02
b10[3],0.025,0.02,-0.011,0.063,0.001,0.001,280.0,1684.0,1.02
b10[4],0.027,0.021,-0.01,0.067,0.002,0.001,178.0,1362.0,1.03
b10[5],0.024,0.019,-0.014,0.059,0.001,0.001,236.0,1347.0,1.03
b10[6],0.019,0.019,-0.017,0.056,0.001,0.001,237.0,1521.0,1.03
b10[7],0.02,0.019,-0.016,0.056,0.001,0.001,176.0,1102.0,1.03
b10[8],0.02,0.019,-0.015,0.057,0.001,0.001,367.0,1657.0,1.02
b10[9],0.02,0.02,-0.016,0.057,0.001,0.001,351.0,874.0,1.02
b10[10],0.025,0.019,-0.009,0.061,0.001,0.001,216.0,1645.0,1.02
b10[11],0.022,0.019,-0.015,0.057,0.001,0.001,205.0,1228.0,1.03
b10[12],0.019,0.019,-0.018,0.054,0.001,0.001,167.0,1278.0,1.03
b10[13],0.021,0.019,-0.015,0.057,0.002,0.001,143.0,1199.0,1.03
b10[14],0.022,0.019,-0.012,0.061,0.001,0.001,285.0,1189.0,1.02
b10[15],0.021,0.019,-0.014,0.058,0.001,0.001,262.0,1748.0,1.02
b10[16],0.021,0.019,-0.016,0.056,0.001,0.001,326.0,1606.0,1.03
b10[17],0.017,0.02,-0.024,0.053,0.001,0.001,240.0,1065.0,1.03
b10[18],0.02,0.019,-0.016,0.057,0.001,0.001,168.0,1044.0,1.03
b10[19],0.024,0.019,-0.014,0.06,0.001,0.001,231.0,1684.0,1.02
b10[20],0.02,0.019,-0.016,0.055,0.002,0.001,132.0,1055.0,1.03
b10[21],0.024,0.019,-0.01,0.061,0.001,0.001,311.0,1666.0,1.03
b10[22],0.021,0.019,-0.013,0.06,0.001,0.001,173.0,1002.0,1.03
b10[23],0.023,0.019,-0.013,0.059,0.001,0.001,284.0,1437.0,1.02
b10[24],0.02,0.019,-0.018,0.054,0.002,0.001,137.0,1840.0,1.03
b10[25],0.025,0.019,-0.008,0.064,0.001,0.001,197.0,845.0,1.03
b10[26],0.018,0.019,-0.018,0.054,0.001,0.001,212.0,1460.0,1.03
b10[27],0.017,0.02,-0.019,0.055,0.001,0.001,374.0,1574.0,1.02
b10[28],0.019,0.02,-0.019,0.057,0.001,0.001,251.0,989.0,1.02
b10[29],0.019,0.019,-0.016,0.056,0.001,0.001,338.0,1513.0,1.02
b10[30],0.026,0.02,-0.009,0.067,0.001,0.001,325.0,1471.0,1.02
b10[31],0.022,0.019,-0.013,0.056,0.001,0.001,187.0,1601.0,1.03
b10[32],0.021,0.019,-0.016,0.054,0.001,0.001,256.0,1882.0,1.03
b10[33],0.025,0.02,-0.012,0.062,0.001,0.001,300.0,1493.0,1.02
sigma_b11,0.356,0.175,0.003,0.63,0.009,0.007,335.0,261.0,1.02
b11[0],-0.161,0.376,-0.948,0.491,0.011,0.008,1192.0,2211.0,1.01
b11[1],-0.199,0.404,-0.975,0.559,0.011,0.008,1302.0,2228.0,1.0
b11[2],-0.167,0.372,-0.835,0.564,0.01,0.007,1366.0,1998.0,1.0
b11[3],-0.108,0.383,-0.852,0.583,0.011,0.008,1239.0,2339.0,1.01
b11[4],0.161,0.388,-0.504,0.928,0.017,0.012,516.0,2061.0,1.01
b11[5],0.191,0.388,-0.498,0.936,0.02,0.014,393.0,1723.0,1.02
b11[6],-0.106,0.354,-0.785,0.538,0.01,0.007,1229.0,2413.0,1.01
b11[7],-0.215,0.341,-0.827,0.435,0.009,0.007,1330.0,2125.0,1.0
b11[8],-0.3,0.403,-1.125,0.389,0.012,0.009,1090.0,1823.0,1.01
b11[9],-0.145,0.371,-0.844,0.539,0.01,0.007,1229.0,1950.0,1.0
b11[10],0.334,0.397,-0.397,1.085,0.021,0.015,370.0,1118.0,1.02
b11[11],0.03,0.373,-0.683,0.738,0.014,0.01,726.0,1360.0,1.01
b11[12],-0.329,0.438,-1.141,0.497,0.013,0.009,1121.0,1753.0,1.01
b11[13],-0.343,0.406,-1.078,0.434,0.014,0.01,851.0,1878.0,1.01
b11[14],-0.38,0.435,-1.194,0.43,0.014,0.01,897.0,2065.0,1.01
b11[15],-0.032,0.359,-0.753,0.627,0.01,0.007,1216.0,2420.0,1.01
b11[16],-0.19,0.362,-0.883,0.472,0.012,0.009,823.0,2342.0,1.01
b11[17],-0.168,0.396,-0.924,0.584,0.011,0.008,1153.0,1929.0,1.01
b11[18],-0.287,0.409,-1.161,0.387,0.013,0.009,925.0,2068.0,1.01
b11[19],-0.344,0.442,-1.263,0.379,0.013,0.009,1164.0,2313.0,1.01
b11[20],-0.198,0.399,-0.934,0.559,0.011,0.008,1322.0,2113.0,1.01
b11[21],-0.32,0.422,-1.173,0.4,0.012,0.009,1168.0,1973.0,1.01
b11[22],-0.031,0.38,-0.73,0.735,0.011,0.008,1195.0,1601.0,1.01
b11[23],0.034,0.384,-0.695,0.779,0.013,0.009,973.0,1771.0,1.01
b11[24],-0.095,0.38,-0.82,0.614,0.011,0.008,1226.0,1790.0,1.01
b11[25],-0.229,0.404,-0.984,0.513,0.012,0.009,1049.0,1959.0,1.0
b11[26],-0.17,0.388,-0.914,0.536,0.011,0.008,1188.0,2148.0,1.0
b11[27],-0.105,0.387,-0.856,0.614,0.01,0.007,1441.0,1643.0,1.0
b11[28],-0.058,0.369,-0.756,0.614,0.011,0.008,1050.0,1594.0,1.01
b11[29],0.098,0.376,-0.602,0.808,0.013,0.009,815.0,1463.0,1.01
b11[30],-0.041,0.371,-0.712,0.696,0.012,0.009,913.0,1851.0,1.01
b11[31],0.34,0.461,-0.504,1.202,0.024,0.017,360.0,1791.0,1.02
b11[32],0.175,0.418,-0.59,0.945,0.015,0.011,722.0,2399.0,1.01
b11[33],-0.024,0.376,-0.752,0.666,0.014,0.01,697.0,1469.0,1.01
sigma_b12,0.152,0.093,0.003,0.317,0.004,0.003,434.0,918.0,1.01
b12[0],0.203,0.183,-0.144,0.546,0.005,0.003,1373.0,1935.0,1.0
b12[1],0.16,0.183,-0.201,0.493,0.005,0.003,1600.0,2339.0,1.0
b12[2],0.204,0.179,-0.112,0.567,0.005,0.004,1219.0,1559.0,1.0
b12[3],0.026,0.217,-0.387,0.407,0.007,0.005,807.0,1738.0,1.0
b12[4],0.044,0.215,-0.366,0.42,0.007,0.005,907.0,1858.0,1.0
b12[5],0.111,0.191,-0.246,0.476,0.005,0.003,1459.0,2214.0,1.0
b12[6],0.065,0.207,-0.369,0.396,0.007,0.005,833.0,1547.0,1.0
b12[7],0.092,0.192,-0.274,0.437,0.006,0.004,1170.0,1992.0,1.0
b12[8],0.206,0.168,-0.138,0.512,0.005,0.004,1136.0,2275.0,1.0
b12[9],0.189,0.17,-0.126,0.517,0.005,0.003,1236.0,2177.0,1.0
b12[10],0.273,0.178,-0.031,0.637,0.006,0.004,921.0,2168.0,1.01
b12[11],0.155,0.191,-0.214,0.509,0.005,0.004,1296.0,1955.0,1.0
b12[12],0.283,0.201,-0.062,0.683,0.008,0.005,724.0,1587.0,1.01
b12[13],0.292,0.197,-0.043,0.694,0.007,0.005,773.0,1839.0,1.01
b12[14],0.252,0.198,-0.096,0.651,0.006,0.005,1065.0,1550.0,1.01
b12[15],0.161,0.172,-0.185,0.47,0.005,0.004,1145.0,1825.0,1.0
b12[16],0.2,0.176,-0.124,0.555,0.005,0.003,1301.0,2345.0,1.0
b12[17],0.28,0.197,-0.036,0.707,0.007,0.005,822.0,2083.0,1.01
b12[18],0.219,0.175,-0.099,0.562,0.005,0.003,1354.0,1976.0,1.01
b12[19],0.19,0.18,-0.184,0.516,0.005,0.004,1090.0,1717.0,1.01
b12[20],0.219,0.185,-0.13,0.578,0.005,0.004,1302.0,2026.0,1.0
b12[21],0.254,0.188,-0.085,0.622,0.007,0.005,791.0,1787.0,1.01
b12[22],0.222,0.192,-0.087,0.657,0.006,0.004,1172.0,1806.0,1.0
b12[23],0.147,0.186,-0.215,0.492,0.006,0.004,1056.0,1864.0,1.0
b12[24],0.208,0.172,-0.106,0.541,0.006,0.004,891.0,1688.0,1.01
b12[25],0.128,0.171,-0.189,0.441,0.005,0.004,1046.0,2336.0,1.0
b12[26],0.228,0.158,-0.05,0.544,0.006,0.004,790.0,1835.0,1.01
b12[27],0.15,0.168,-0.183,0.459,0.005,0.003,1371.0,2321.0,1.0
b12[28],0.214,0.174,-0.095,0.57,0.005,0.003,1238.0,1777.0,1.01
b12[29],0.197,0.179,-0.174,0.525,0.005,0.004,1212.0,1452.0,1.01
b12[30],0.059,0.204,-0.339,0.417,0.007,0.005,873.0,1939.0,1.0
b12[31],0.184,0.173,-0.137,0.523,0.004,0.003,1445.0,1697.0,1.0
b12[32],0.189,0.171,-0.124,0.543,0.005,0.003,1276.0,2247.0,1.0
b12[33],0.147,0.186,-0.199,0.5,0.005,0.004,1459.0,1351.0,1.0
sigma_b13,0.019,0.015,0.0,0.045,0.0,0.0,1365.0,1667.0,1.0
b13[0],0.113,0.043,0.032,0.197,0.001,0.001,1144.0,1448.0,1.0
b13[1],0.111,0.043,0.026,0.189,0.001,0.001,1175.0,1312.0,1.0
b13[2],0.112,0.042,0.031,0.193,0.001,0.001,1237.0,1529.0,1.0
b13[3],0.118,0.044,0.037,0.202,0.001,0.001,1177.0,1543.0,1.0
b13[4],0.115,0.042,0.036,0.193,0.001,0.001,1160.0,1753.0,1.0
b13[5],0.115,0.044,0.033,0.196,0.001,0.001,1123.0,1314.0,1.01
b13[6],0.117,0.043,0.037,0.205,0.001,0.001,1102.0,1253.0,1.0
b13[7],0.113,0.043,0.035,0.193,0.001,0.001,1087.0,1395.0,1.0
b13[8],0.109,0.043,0.021,0.185,0.001,0.001,1224.0,1311.0,1.01
b13[9],0.11,0.044,0.028,0.192,0.001,0.001,1088.0,1104.0,1.01
b13[10],0.111,0.043,0.029,0.19,0.001,0.001,1177.0,1370.0,1.0
b13[11],0.109,0.044,0.023,0.186,0.001,0.001,1211.0,1261.0,1.01
b13[12],0.11,0.043,0.029,0.188,0.001,0.001,1173.0,1762.0,1.0
b13[13],0.114,0.043,0.029,0.192,0.001,0.001,1186.0,1262.0,1.0
b13[14],0.113,0.043,0.026,0.189,0.001,0.001,1127.0,1174.0,1.01
b13[15],0.105,0.044,0.018,0.18,0.001,0.001,1127.0,1606.0,1.01
b13[16],0.108,0.043,0.025,0.183,0.001,0.001,1168.0,1395.0,1.0
b13[17],0.109,0.044,0.028,0.191,0.001,0.001,1130.0,1327.0,1.0
b13[18],0.115,0.043,0.033,0.196,0.001,0.001,1175.0,1359.0,1.0
b13[19],0.117,0.043,0.033,0.195,0.001,0.001,1080.0,1329.0,1.0
b13[20],0.113,0.043,0.037,0.198,0.001,0.001,1151.0,1296.0,1.0
b13[21],0.111,0.043,0.031,0.193,0.001,0.001,1222.0,1546.0,1.0
b13[22],0.109,0.043,0.03,0.191,0.001,0.001,1188.0,1813.0,1.0
b13[23],0.121,0.043,0.039,0.202,0.001,0.001,1238.0,1345.0,1.0
b13[24],0.111,0.041,0.036,0.189,0.001,0.001,1284.0,1732.0,1.0
b13[25],0.119,0.042,0.037,0.195,0.001,0.001,1145.0,1358.0,1.0
b13[26],0.112,0.043,0.031,0.19,0.001,0.001,1173.0,1644.0,1.01
b13[27],0.112,0.042,0.03,0.191,0.001,0.001,1231.0,1220.0,1.0
b13[28],0.114,0.044,0.031,0.198,0.001,0.001,1065.0,1223.0,1.01
b13[29],0.108,0.042,0.029,0.183,0.001,0.001,1199.0,1239.0,1.0
b13[30],0.115,0.044,0.029,0.197,0.001,0.001,1143.0,1280.0,1.0
b13[31],0.114,0.042,0.031,0.19,0.001,0.001,1253.0,1892.0,1.0
b13[32],0.111,0.043,0.028,0.19,0.001,0.001,1071.0,1109.0,1.0
b13[33],0.111,0.042,0.036,0.195,0.001,0.001,1290.0,1796.0,1.0
sigma_b14,0.012,0.01,0.0,0.029,0.0,0.0,834.0,1067.0,1.01
b14[0],0.189,0.049,0.095,0.281,0.006,0.004,66.0,603.0,1.05
b14[1],0.187,0.049,0.098,0.281,0.006,0.004,73.0,748.0,1.05
b14[2],0.192,0.05,0.094,0.278,0.006,0.004,70.0,490.0,1.05
b14[3],0.187,0.049,0.095,0.275,0.006,0.004,68.0,778.0,1.05
b14[4],0.191,0.049,0.1,0.284,0.006,0.004,64.0,554.0,1.05
b14[5],0.19,0.049,0.098,0.281,0.006,0.004,62.0,575.0,1.05
b14[6],0.186,0.049,0.096,0.276,0.006,0.004,72.0,580.0,1.05
b14[7],0.189,0.049,0.097,0.279,0.006,0.005,59.0,675.0,1.05
b14[8],0.19,0.049,0.104,0.285,0.006,0.004,61.0,583.0,1.05
b14[9],0.189,0.049,0.094,0.278,0.006,0.004,66.0,544.0,1.05
b14[10],0.19,0.049,0.099,0.283,0.006,0.004,67.0,593.0,1.05
b14[11],0.189,0.049,0.099,0.282,0.006,0.004,61.0,621.0,1.05
b14[12],0.182,0.049,0.088,0.271,0.006,0.004,70.0,550.0,1.05
b14[13],0.185,0.049,0.094,0.273,0.006,0.004,70.0,533.0,1.05
b14[14],0.186,0.049,0.097,0.278,0.006,0.004,68.0,619.0,1.05
b14[15],0.189,0.049,0.095,0.278,0.006,0.005,57.0,492.0,1.05
b14[16],0.184,0.05,0.093,0.279,0.006,0.004,78.0,551.0,1.04
b14[17],0.184,0.049,0.093,0.276,0.006,0.004,74.0,761.0,1.05
b14[18],0.188,0.049,0.1,0.283,0.006,0.005,58.0,480.0,1.05
b14[19],0.188,0.049,0.099,0.282,0.006,0.004,67.0,612.0,1.05
b14[20],0.189,0.049,0.097,0.28,0.006,0.005,59.0,592.0,1.05
b14[21],0.192,0.05,0.102,0.285,0.006,0.004,70.0,601.0,1.05
b14[22],0.188,0.049,0.102,0.288,0.006,0.004,63.0,527.0,1.05
b14[23],0.188,0.049,0.101,0.282,0.006,0.004,66.0,609.0,1.05
b14[24],0.186,0.049,0.098,0.281,0.006,0.004,65.0,640.0,1.05
b14[25],0.188,0.049,0.094,0.277,0.006,0.004,63.0,635.0,1.05
b14[26],0.189,0.049,0.099,0.282,0.006,0.004,68.0,824.0,1.05
b14[27],0.187,0.049,0.094,0.276,0.006,0.005,60.0,659.0,1.05
b14[28],0.18,0.05,0.088,0.275,0.006,0.004,69.0,660.0,1.05
b14[29],0.189,0.049,0.102,0.282,0.007,0.005,56.0,544.0,1.05
b14[30],0.189,0.048,0.101,0.28,0.006,0.004,68.0,834.0,1.05
b14[31],0.187,0.049,0.097,0.28,0.006,0.005,61.0,501.0,1.05
b14[32],0.188,0.049,0.094,0.275,0.007,0.005,56.0,419.0,1.06
b14[33],0.189,0.049,0.098,0.278,0.006,0.004,66.0,700.0,1.05
sigma_b15,0.051,0.038,0.0,0.12,0.001,0.001,986.0,1564.0,1.0
b15[0],-1.242,1.914,-4.825,2.308,0.07,0.05,747.0,1173.0,1.0
b15[1],-1.245,1.913,-4.903,2.231,0.07,0.049,747.0,1200.0,1.0
b15[2],-1.255,1.913,-4.806,2.342,0.07,0.05,746.0,1195.0,1.0
b15[3],-1.234,1.914,-4.748,2.414,0.07,0.05,747.0,1162.0,1.0
b15[4],-1.235,1.913,-4.779,2.363,0.07,0.049,749.0,1187.0,1.0
b15[5],-1.231,1.913,-4.806,2.294,0.07,0.05,747.0,1176.0,1.0
b15[6],-1.23,1.914,-4.783,2.32,0.07,0.05,745.0,1186.0,1.0
b15[7],-1.239,1.914,-4.827,2.298,0.07,0.049,749.0,1177.0,1.0
b15[8],-1.249,1.915,-4.819,2.302,0.07,0.05,746.0,1205.0,1.0
b15[9],-1.227,1.914,-4.834,2.32,0.07,0.049,750.0,1175.0,1.0
b15[10],-1.229,1.912,-4.718,2.427,0.07,0.049,748.0,1191.0,1.0
b15[11],-1.258,1.912,-4.864,2.274,0.07,0.049,747.0,1169.0,1.0
b15[12],-1.253,1.913,-4.745,2.413,0.07,0.05,746.0,1203.0,1.0
b15[13],-1.261,1.914,-4.809,2.304,0.07,0.05,746.0,1162.0,1.0
b15[14],-1.269,1.914,-4.82,2.339,0.07,0.05,746.0,1176.0,1.0
b15[15],-1.246,1.912,-4.839,2.303,0.07,0.049,748.0,1169.0,1.0
b15[16],-1.248,1.913,-4.745,2.388,0.07,0.05,747.0,1187.0,1.0
b15[17],-1.269,1.914,-4.75,2.415,0.07,0.05,747.0,1151.0,1.0
b15[18],-1.248,1.913,-4.789,2.337,0.07,0.049,748.0,1203.0,1.0
b15[19],-1.268,1.912,-4.722,2.429,0.07,0.049,748.0,1180.0,1.0
b15[20],-1.246,1.916,-4.817,2.312,0.07,0.05,746.0,1168.0,1.0
b15[21],-1.235,1.915,-4.761,2.366,0.07,0.049,749.0,1169.0,1.0
b15[22],-1.241,1.914,-4.756,2.34,0.07,0.049,749.0,1169.0,1.0
b15[23],-1.227,1.916,-4.803,2.343,0.07,0.05,747.0,1180.0,1.0
b15[24],-1.255,1.914,-4.804,2.347,0.07,0.05,747.0,1199.0,1.0
b15[25],-1.248,1.913,-4.797,2.317,0.07,0.05,745.0,1214.0,1.0
b15[26],-1.236,1.917,-4.811,2.351,0.07,0.05,746.0,1179.0,1.0
b15[27],-1.266,1.912,-4.853,2.286,0.07,0.049,747.0,1218.0,1.0
b15[28],-1.263,1.917,-4.83,2.28,0.07,0.05,748.0,1206.0,1.0
b15[29],-1.239,1.916,-4.789,2.358,0.07,0.049,749.0,1187.0,1.0
b15[30],-1.239,1.915,-4.799,2.354,0.07,0.05,746.0,1206.0,1.0
b15[31],-1.247,1.912,-4.907,2.256,0.07,0.05,746.0,1198.0,1.0
b15[32],-1.239,1.914,-4.803,2.347,0.07,0.05,746.0,1184.0,1.0
b15[33],-1.231,1.913,-4.777,2.348,0.07,0.05,746.0,1200.0,1.0
sigma_b16,0.167,0.111,0.0,0.355,0.005,0.004,413.0,774.0,1.01
b16[0],-0.441,1.907,-3.99,3.172,0.069,0.049,769.0,1163.0,1.0
b16[1],-0.408,1.911,-4.032,3.124,0.069,0.049,765.0,1148.0,1.0
b16[2],-0.406,1.912,-4.031,3.128,0.069,0.049,764.0,1198.0,1.0
b16[3],-0.45,1.916,-4.164,3.064,0.07,0.049,758.0,1196.0,1.0
b16[4],-0.49,1.91,-4.015,3.103,0.069,0.049,763.0,1233.0,1.0
b16[5],-0.61,1.925,-4.124,3.125,0.07,0.05,748.0,1185.0,1.0
b16[6],-0.497,1.918,-4.089,3.129,0.07,0.049,762.0,1237.0,1.0
b16[7],-0.499,1.916,-4.139,3.054,0.07,0.049,755.0,1250.0,1.0
b16[8],-0.561,1.917,-4.171,3.026,0.07,0.05,749.0,1157.0,1.0
b16[9],-0.442,1.916,-4.083,3.052,0.069,0.049,765.0,1163.0,1.0
b16[10],-0.348,1.906,-4.02,3.128,0.069,0.049,773.0,1211.0,1.0
b16[11],-0.375,1.906,-4.07,3.071,0.069,0.049,769.0,1197.0,1.0
b16[12],-0.47,1.913,-4.086,3.123,0.07,0.049,758.0,1170.0,1.0
b16[13],-0.361,1.906,-3.977,3.158,0.069,0.049,764.0,1181.0,1.0
b16[14],-0.376,1.91,-3.979,3.136,0.069,0.049,768.0,1238.0,1.0
b16[15],-0.424,1.912,-4.085,3.068,0.069,0.049,767.0,1231.0,1.0
b16[16],-0.42,1.911,-4.137,3.001,0.069,0.049,767.0,1237.0,1.0
b16[17],-0.494,1.918,-4.033,3.151,0.069,0.049,764.0,1223.0,1.0
b16[18],-0.483,1.912,-4.099,3.049,0.069,0.049,759.0,1238.0,1.0
b16[19],-0.383,1.911,-3.95,3.189,0.069,0.049,767.0,1202.0,1.0
b16[20],-0.414,1.902,-3.987,3.086,0.069,0.049,767.0,1202.0,1.0
b16[21],-0.456,1.916,-4.112,3.068,0.069,0.049,763.0,1213.0,1.0
b16[22],-0.472,1.919,-4.205,2.984,0.069,0.049,765.0,1230.0,1.0
b16[23],-0.394,1.906,-4.042,3.117,0.069,0.049,763.0,1187.0,1.0
b16[24],-0.319,1.906,-3.992,3.14,0.069,0.049,773.0,1205.0,1.0
b16[25],-0.346,1.913,-3.931,3.231,0.069,0.049,763.0,1199.0,1.0
b16[26],-0.376,1.914,-3.946,3.255,0.069,0.049,765.0,1228.0,1.0
b16[27],-0.312,1.907,-3.868,3.252,0.068,0.048,775.0,1171.0,1.0
b16[28],-0.323,1.908,-3.96,3.18,0.069,0.049,767.0,1209.0,1.0
b16[29],-0.402,1.912,-3.992,3.16,0.069,0.049,765.0,1148.0,1.0
b16[30],-0.403,1.912,-4.061,3.081,0.069,0.049,772.0,1246.0,1.0
b16[31],-0.239,1.909,-3.837,3.271,0.069,0.049,773.0,1259.0,1.0
b16[32],-0.307,1.913,-3.926,3.259,0.069,0.049,774.0,1238.0,1.0
b16[33],-0.357,1.916,-3.968,3.205,0.069,0.049,769.0,1222.0,1.0
sigma_b17,0.035,0.027,0.0,0.085,0.001,0.001,954.0,1053.0,1.0
b17[0],2.099,1.917,-1.456,5.679,0.07,0.05,744.0,1154.0,1.0
b17[1],2.097,1.917,-1.418,5.74,0.07,0.05,743.0,1172.0,1.0
b17[2],2.094,1.915,-1.456,5.686,0.07,0.05,743.0,1137.0,1.0
b17[3],2.099,1.916,-1.431,5.727,0.07,0.05,743.0,1147.0,1.0
b17[4],2.098,1.917,-1.482,5.693,0.07,0.05,744.0,1147.0,1.0
b17[5],2.091,1.917,-1.499,5.666,0.07,0.05,742.0,1147.0,1.0
b17[6],2.101,1.917,-1.46,5.717,0.07,0.05,744.0,1189.0,1.0
b17[7],2.094,1.916,-1.466,5.688,0.07,0.05,744.0,1154.0,1.0
b17[8],2.088,1.917,-1.46,5.706,0.07,0.05,743.0,1172.0,1.0
b17[9],2.102,1.916,-1.453,5.704,0.07,0.05,743.0,1189.0,1.0
b17[10],2.108,1.916,-1.455,5.707,0.07,0.05,744.0,1151.0,1.0
b17[11],2.093,1.917,-1.451,5.722,0.07,0.05,743.0,1182.0,1.0
b17[12],2.091,1.917,-1.45,5.719,0.07,0.05,743.0,1146.0,1.0
b17[13],2.092,1.916,-1.458,5.698,0.07,0.05,743.0,1150.0,1.0
b17[14],2.087,1.916,-1.457,5.69,0.07,0.05,744.0,1147.0,1.0
b17[15],2.095,1.916,-1.452,5.691,0.07,0.05,744.0,1158.0,1.0
b17[16],2.096,1.918,-1.475,5.675,0.07,0.05,744.0,1190.0,1.0
b17[17],2.081,1.917,-1.462,5.673,0.07,0.05,743.0,1150.0,1.0
b17[18],2.092,1.917,-1.512,5.654,0.07,0.05,743.0,1168.0,1.0
b17[19],2.09,1.916,-1.398,5.755,0.07,0.05,741.0,1176.0,1.0
b17[20],2.095,1.918,-1.46,5.693,0.07,0.05,743.0,1165.0,1.0
b17[21],2.098,1.917,-1.412,5.759,0.07,0.05,741.0,1135.0,1.0
b17[22],2.095,1.918,-1.444,5.725,0.07,0.05,743.0,1202.0,1.0
b17[23],2.107,1.918,-1.491,5.686,0.07,0.05,743.0,1187.0,1.0
b17[24],2.097,1.917,-1.584,5.564,0.07,0.05,744.0,1154.0,1.0
b17[25],2.099,1.917,-1.436,5.7,0.07,0.05,744.0,1168.0,1.0
b17[26],2.103,1.918,-1.462,5.699,0.07,0.05,745.0,1143.0,1.0
b17[27],2.093,1.917,-1.483,5.681,0.07,0.05,744.0,1186.0,1.0
b17[28],2.092,1.917,-1.483,5.677,0.07,0.05,743.0,1154.0,1.0
