,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
b21[2010-2011],1.667,1.82,-0.664,4.464,0.878,0.669,5.0,25.0,2.53
b21[2011-2012],1.661,1.823,-0.655,4.475,0.88,0.67,5.0,26.0,2.52
b21[2012-2013],1.666,1.821,-0.678,4.459,0.879,0.669,5.0,25.0,2.53
b21[2013-2014],1.652,1.823,-0.67,4.459,0.88,0.67,5.0,26.0,2.53
b21[2014-2015],1.661,1.822,-0.655,4.466,0.879,0.67,5.0,26.0,2.53
b21[2015-2016],1.656,1.824,-0.665,4.454,0.88,0.671,5.0,24.0,2.53
b21[2016-2017],1.658,1.822,-0.657,4.465,0.88,0.67,5.0,25.0,2.53
b21[2017-2018],1.649,1.824,-0.683,4.423,0.881,0.671,5.0,25.0,2.54
b21[2018-2019],1.659,1.822,-0.666,4.445,0.879,0.67,5.0,26.0,2.53
b21[2019-2020],1.668,1.822,-0.643,4.473,0.879,0.67,5.0,26.0,2.53
b21[2020-2021],1.666,1.822,-0.666,4.455,0.879,0.669,5.0,26.0,2.53
b21[2021-2022],1.659,1.821,-0.654,4.466,0.879,0.669,5.0,26.0,2.53
mu_b22,-0.024,0.188,-0.357,0.343,0.039,0.028,23.0,81.0,1.13
b22[1988-1989],-0.044,0.229,-0.471,0.382,0.041,0.029,30.0,116.0,1.1
b22[1989-1990],-0.028,0.234,-0.48,0.415,0.042,0.03,30.0,168.0,1.1
b22[1990-1991],-0.029,0.227,-0.482,0.367,0.038,0.027,35.0,205.0,1.09
b22[1991-1992],-0.018,0.233,-0.447,0.419,0.038,0.027,36.0,140.0,1.08
b22[1992-1993],0.024,0.231,-0.416,0.468,0.035,0.025,40.0,184.0,1.07
b22[1993-1994],0.007,0.231,-0.458,0.413,0.039,0.028,34.0,193.0,1.09
b22[1994-1995],-0.029,0.222,-0.477,0.371,0.037,0.027,34.0,142.0,1.09
b22[1995-1996],-0.03,0.227,-0.472,0.383,0.038,0.027,34.0,181.0,1.08
b22[1996-1997],-0.044,0.23,-0.491,0.374,0.039,0.028,34.0,106.0,1.09
b22[1997-1998],-0.037,0.234,-0.473,0.395,0.04,0.028,34.0,151.0,1.08
b22[1998-1999],0.065,0.254,-0.392,0.533,0.035,0.025,46.0,201.0,1.06
b22[1999-2000],0.006,0.227,-0.411,0.442,0.038,0.027,35.0,164.0,1.08
b22[2000-2001],-0.066,0.227,-0.508,0.342,0.039,0.028,34.0,141.0,1.09
b22[2001-2002],-0.078,0.238,-0.55,0.345,0.04,0.029,33.0,122.0,1.09
b22[2002-2003],-0.075,0.237,-0.518,0.379,0.042,0.03,31.0,141.0,1.09
b22[2003-2004],-0.007,0.228,-0.429,0.424,0.039,0.028,35.0,223.0,1.09
b22[2004-2005],-0.012,0.225,-0.447,0.393,0.038,0.027,34.0,121.0,1.09
b22[2005-2006],-0.19,0.266,-0.671,0.332,0.044,0.031,34.0,104.0,1.09
b22[2006-2007],-0.084,0.24,-0.561,0.356,0.041,0.029,33.0,121.0,1.09
b22[2007-2008],-0.036,0.239,-0.474,0.435,0.041,0.029,33.0,135.0,1.09
b22[2008-2009],-0.067,0.234,-0.543,0.333,0.039,0.028,34.0,158.0,1.09
b22[2009-2010],-0.006,0.232,-0.445,0.425,0.04,0.028,32.0,202.0,1.09
b22[2010-2011],-0.0,0.24,-0.419,0.48,0.041,0.029,34.0,161.0,1.09
b22[2011-2012],-0.011,0.233,-0.456,0.419,0.038,0.027,37.0,166.0,1.08
b22[2012-2013],-0.035,0.226,-0.472,0.382,0.04,0.028,31.0,178.0,1.09
b22[2013-2014],-0.053,0.233,-0.461,0.411,0.043,0.031,29.0,139.0,1.1
b22[2014-2015],0.013,0.234,-0.408,0.477,0.037,0.026,40.0,160.0,1.08
b22[2015-2016],-0.088,0.238,-0.576,0.325,0.039,0.028,35.0,145.0,1.08
b22[2016-2017],-0.07,0.234,-0.515,0.365,0.037,0.026,38.0,145.0,1.08
b22[2017-2018],0.009,0.225,-0.405,0.455,0.038,0.027,34.0,198.0,1.09
b22[2018-2019],0.062,0.248,-0.386,0.499,0.039,0.028,36.0,130.0,1.08
b22[2019-2020],0.048,0.24,-0.385,0.516,0.039,0.028,35.0,190.0,1.08
b22[2020-2021],0.042,0.236,-0.434,0.451,0.039,0.028,35.0,266.0,1.08
b22[2021-2022],0.073,0.248,-0.362,0.549,0.041,0.029,35.0,119.0,1.08
sigma_a,0.302,0.219,0.011,0.702,0.03,0.021,39.0,38.0,1.08
sigma_b0,0.011,0.008,0.0,0.026,0.001,0.001,22.0,78.0,1.13
sigma_b1,0.004,0.004,0.0,0.011,0.001,0.001,14.0,66.0,1.22
sigma_b2,0.0,0.0,0.0,0.0,0.0,0.0,70.0,124.0,1.05
sigma_b3,0.013,0.011,0.001,0.033,0.001,0.001,44.0,187.0,1.04
sigma_b4,0.487,0.434,0.009,1.283,0.084,0.06,15.0,31.0,1.2
sigma_b5,0.958,0.76,0.019,2.348,0.105,0.075,32.0,67.0,1.11
sigma_b6,1.056,0.717,0.049,2.342,0.135,0.096,28.0,154.0,1.12
sigma_b7,0.039,0.032,0.001,0.095,0.005,0.003,42.0,85.0,1.05
sigma_b8,0.016,0.011,0.001,0.036,0.002,0.001,40.0,75.0,1.08
sigma_b9,0.02,0.017,0.001,0.05,0.003,0.002,35.0,90.0,1.07
sigma_b10,0.008,0.007,0.0,0.02,0.002,0.001,12.0,18.0,1.27
sigma_b11,0.31,0.181,0.004,0.601,0.04,0.029,19.0,37.0,1.15
sigma_b12,0.151,0.089,0.003,0.302,0.018,0.013,20.0,40.0,1.14
sigma_b13,0.014,0.013,0.0,0.039,0.003,0.002,10.0,40.0,1.31
sigma_b14,0.013,0.009,0.0,0.029,0.001,0.001,42.0,123.0,1.08
sigma_b15,0.052,0.036,0.003,0.12,0.005,0.003,46.0,126.0,1.08
sigma_b16,0.162,0.112,0.004,0.353,0.019,0.014,35.0,74.0,1.11
sigma_b17,0.043,0.027,0.002,0.091,0.004,0.003,34.0,56.0,1.1
sigma_b18,1.33,1.027,0.031,3.223,0.164,0.125,50.0,74.0,1.09
sigma_b19,0.05,0.041,0.001,0.124,0.007,0.005,43.0,91.0,1.09
sigma_b20,0.121,0.092,0.004,0.293,0.011,0.008,57.0,81.0,1.06
sigma_b21,0.036,0.027,0.001,0.081,0.003,0.002,45.0,131.0,1.09
sigma_b22,0.138,0.086,0.011,0.291,0.009,0.006,83.0,152.0,1.06
